data,municipio,casos_novos,obitos_novos,vacinados_novos,casos_acumulados,obitos_acumulados,vacinados_acumulados
2024-11-30,Nossa Senhora do Socorro,5,0,1,1107,62,14173
2024-12-01,Nossa Senhora do Socorro,9,2,1,1116,64,14174
2024-12-02,Nossa Senhora do Socorro,6,0,3,1122,64,14177
2024-12-03,Nossa Senhora do Socorro,5,1,2,1127,65,14179
2024-12-04,Nossa Senhora do Socorro,11,1,4,1138,66,14183
2024-12-05,Nossa Senhora do Socorro,10,1,2,1148,67,14185
2024-12-06,Nossa Senhora do Socorro,0,1,5,1148,68,14190
2024-12-07,Nossa Senhora do Socorro,15,2,4,1163,70,14194
2024-12-08,Nossa Senhora do Socorro,22,0,9,1185,70,14203
2024-12-09,Nossa Senhora do Socorro,10,1,4,1195,71,14207
2024-12-10,Nossa Senhora do Socorro,9,0,1,1204,71,14208
2024-12-11,Nossa Senhora do Socorro,3,0,5,1207,71,14213
2024-12-12,Nossa Senhora do Socorro,15,0,3,1222,71,14216
2024-12-13,Nossa Senhora do Socorro,10,1,2,1232,72,14218
2024-12-14,Nossa Senhora do Socorro,10,0,4,1242,72,14222
2024-12-15,Nossa Senhora do Socorro,13,1,2,1255,73,14224
2024-12-16,Nossa Senhora do Socorro,13,1,4,1268,74,14228
2024-12-17,Nossa Senhora do Socorro,7,1,5,1275,75,14233
2024-12-18,Nossa Senhora do Socorro,10,0,6,1285,75,14239
2024-12-19,Nossa Senhora do Socorro,13,1,3,1298,76,14242
2024-12-20,Nossa Senhora do Socorro,13,0,6,1311,76,14248
2024-12-21,Nossa Senhora do Socorro,12,1,1,1323,77,14249
2024-12-22,Nossa Senhora do Socorro,16,0,9,1339,77,14258
2024-12-23,Nossa Senhora do Socorro,13,1,12,1352,78,14270
2024-12-24,Nossa Senhora do Socorro,11,0,7,1363,78,14277
2024-12-25,Nossa Senhora do Socorro,13,1,2,1376,79,14279
2024-12-26,Nossa Senhora do Socorro,14,0,7,1390,79,14286
2024-12-27,Nossa Senhora do Socorro,9,0,2,1399,79,14288
2024-12-28,Nossa Senhora do Socorro,7,1,5,1406,80,14293
2024-12-29,Nossa Senhora do Socorro,12,1,3,1418,81,14296
2024-12-30,Nossa Senhora do Socorro,3,0,6,1421,81,14302
2024-12-31,Nossa Senhora do Socorro,9,1,4,1430,82,14306
2025-01-01,Nossa Senhora do Socorro,7,0,1,1437,82,14307
2025-01-02,Nossa Senhora do Socorro,8,2,7,1445,84,14314
2025-01-03,Nossa Senhora do Socorro,16,0,7,1461,84,14321
2025-01-04,Nossa Senhora do Socorro,7,0,2,1468,84,14323
2025-01-05,Nossa Senhora do Socorro,16,0,7,1484,84,14330
2025-01-06,Nossa Senhora do Socorro,10,0,6,1494,84,14336
2025-01-07,Nossa Senhora do Socorro,0,1,1,1494,85,14337
2025-01-08,Nossa Senhora do Socorro,6,0,2,1500,85,14339
2025-01-09,Nossa Senhora do Socorro,8,2,4,1508,87,14343
2025-01-10,Nossa Senhora do Socorro,10,1,3,1518,88,14346
2025-01-11,Nossa Senhora do Socorro,15,0,3,1533,88,14349
2025-01-12,Nossa Senhora do Socorro,4,1,7,1537,89,14356
2025-01-13,Nossa Senhora do Socorro,20,1,7,1557,90,14363
2025-01-14,Nossa Senhora do Socorro,14,1,7,1571,91,14370
2025-01-15,Nossa Senhora do Socorro,11,1,3,1582,92,14373
2025-01-16,Nossa Senhora do Socorro,5,0,4,1587,92,14377
2025-01-17,Nossa Senhora do Socorro,5,1,2,1592,93,14379
2025-01-18,Nossa Senhora do Socorro,13,0,3,1605,93,14382
2025-01-19,Nossa Senhora do Socorro,9,1,7,1614,94,14389
2025-01-20,Nossa Senhora do Socorro,15,1,9,1629,95,14398
2025-01-21,Nossa Senhora do Socorro,7,0,3,1636,95,14401
2025-01-22,Nossa Senhora do Socorro,3,1,0,1639,96,14401
2025-01-23,Nossa Senhora do Socorro,11,1,5,1650,97,14406
2025-01-24,Nossa Senhora do Socorro,6,0,2,1656,97,14408
2025-01-25,Nossa Senhora do Socorro,10,0,4,1666,97,14412
2025-01-26,Nossa Senhora do Socorro,11,0,3,1677,97,14415
2025-01-27,Nossa Senhora do Socorro,16,1,2,1693,98,14417
2025-01-28,Nossa Senhora do Socorro,8,1,0,1701,99,14417
2025-01-29,Nossa Senhora do Socorro,11,1,7,1712,100,14424
2025-01-30,Nossa Senhora do Socorro,16,0,7,1728,100,14431
2025-01-31,Nossa Senhora do Socorro,0,1,5,1728,101,14436
2025-02-01,Nossa Senhora do Socorro,11,1,6,1739,102,14442
2025-02-02,Nossa Senhora do Socorro,9,1,8,1748,103,14450
2025-02-03,Nossa Senhora do Socorro,10,0,3,1758,103,14453
2025-02-04,Nossa Senhora do Socorro,6,0,3,1764,103,14456
2025-02-05,Nossa Senhora do Socorro,8,0,2,1772,103,14458
2025-02-06,Nossa Senhora do Socorro,10,0,3,1782,103,14461
2025-02-07,Nossa Senhora do Socorro,8,1,12,1790,104,14473
2025-02-08,Nossa Senhora do Socorro,9,0,2,1799,104,14475
2025-02-09,Nossa Senhora do Socorro,6,1,8,1805,105,14483
2025-02-10,Nossa Senhora do Socorro,15,1,7,1820,106,14490
2025-02-11,Nossa Senhora do Socorro,7,0,7,1827,106,14497
2025-02-12,Nossa Senhora do Socorro,9,1,7,1836,107,14504
2025-02-13,Nossa Senhora do Socorro,7,1,1,1843,108,14505
2025-02-14,Nossa Senhora do Socorro,7,0,6,1850,108,14511
2025-02-15,Nossa Senhora do Socorro,9,0,3,1859,108,14514
2025-02-16,Nossa Senhora do Socorro,6,0,2,1865,108,14516
2025-02-17,Nossa Senhora do Socorro,6,1,6,1871,109,14522
2025-02-18,Nossa Senhora do Socorro,13,1,2,1884,110,14524
2025-02-19,Nossa Senhora do Socorro,4,2,5,1888,112,14529
2025-02-20,Nossa Senhora do Socorro,10,1,9,1898,113,14538
2025-02-21,Nossa Senhora do Socorro,8,1,7,1906,114,14545
2025-02-22,Nossa Senhora do Socorro,3,1,2,1909,115,14547
2025-02-23,Nossa Senhora do Socorro,0,0,1,1909,115,14548
2025-02-24,Nossa Senhora do Socorro,2,1,4,1911,116,14552
2025-02-25,Nossa Senhora do Socorro,12,1,6,1923,117,14558
2025-02-26,Nossa Senhora do Socorro,2,0,3,1925,117,14561
2025-02-27,Nossa Senhora do Socorro,11,1,8,1936,118,14569
2025-02-28,Nossa Senhora do Socorro,10,1,3,1946,119,14572
2025-03-01,Nossa Senhora do Socorro,4,1,3,1950,120,14575
2025-03-02,Nossa Senhora do Socorro,5,0,2,1955,120,14577
2025-03-03,Nossa Senhora do Socorro,8,0,10,1963,120,14587
2025-03-04,Nossa Senhora do Socorro,9,1,1,1972,121,14588
2025-03-05,Nossa Senhora do Socorro,9,1,4,1981,122,14592
2025-03-06,Nossa Senhora do Socorro,4,0,5,1985,122,14597
2025-03-07,Nossa Senhora do Socorro,9,1,8,1994,123,14605
2025-03-08,Nossa Senhora do Socorro,11,1,6,2005,124,14611
2025-03-09,Nossa Senhora do Socorro,10,1,6,2015,125,14617
2025-03-10,Nossa Senhora do Socorro,8,1,10,2023,126,14627
2025-03-11,Nossa Senhora do Socorro,18,1,3,2041,127,14630
2025-03-12,Nossa Senhora do Socorro,13,1,5,2054,128,14635
2025-03-13,Nossa Senhora do Socorro,13,1,1,2067,129,14636
2025-03-14,Nossa Senhora do Socorro,17,1,9,2084,130,14645
2025-03-15,Nossa Senhora do Socorro,12,0,3,2096,130,14648
2025-03-16,Nossa Senhora do Socorro,7,1,5,2103,131,14653
2025-03-17,Nossa Senhora do Socorro,1,1,5,2104,132,14658
2025-03-18,Nossa Senhora do Socorro,15,1,3,2119,133,14661
2025-03-19,Nossa Senhora do Socorro,6,0,4,2125,133,14665
2025-03-20,Nossa Senhora do Socorro,5,0,6,2130,133,14671
2025-03-21,Nossa Senhora do Socorro,15,0,3,2145,133,14674
2025-03-22,Nossa Senhora do Socorro,15,1,4,2160,134,14678
2025-03-23,Nossa Senhora do Socorro,11,0,6,2171,134,14684
2025-03-24,Nossa Senhora do Socorro,14,1,2,2185,135,14686
2025-03-25,Nossa Senhora do Socorro,16,1,5,2201,136,14691
2025-03-26,Nossa Senhora do Socorro,16,0,8,2217,136,14699
2025-03-27,Nossa Senhora do Socorro,18,0,6,2235,136,14705
2025-03-28,Nossa Senhora do Socorro,11,1,3,2246,137,14708
2025-03-29,Nossa Senhora do Socorro,10,1,11,2256,138,14719
2025-03-30,Nossa Senhora do Socorro,4,0,8,2260,138,14727
2025-03-31,Nossa Senhora do Socorro,6,0,1,2266,138,14728
2025-04-01,Nossa Senhora do Socorro,4,0,2,2270,138,14730
2025-04-02,Nossa Senhora do Socorro,3,1,3,2273,139,14733
2025-04-03,Nossa Senhora do Socorro,8,0,9,2281,139,14742
2025-04-04,Nossa Senhora do Socorro,7,1,5,2288,140,14747
2025-04-05,Nossa Senhora do Socorro,5,0,5,2293,140,14752
2025-04-06,Nossa Senhora do Socorro,16,0,9,2309,140,14761
2025-04-07,Nossa Senhora do Socorro,4,1,12,2313,141,14773
2025-04-08,Nossa Senhora do Socorro,10,0,6,2323,141,14779
2025-04-09,Nossa Senhora do Socorro,8,1,6,2331,142,14785
2025-04-10,Nossa Senhora do Socorro,19,1,0,2350,143,14785
2025-04-11,Nossa Senhora do Socorro,8,1,8,2358,144,14793
2025-04-12,Nossa Senhora do Socorro,10,0,4,2368,144,14797
2025-04-13,Nossa Senhora do Socorro,14,0,2,2382,144,14799
2025-04-14,Nossa Senhora do Socorro,8,0,0,2390,144,14799
2025-04-15,Nossa Senhora do Socorro,10,1,12,2400,145,14811
2025-04-16,Nossa Senhora do Socorro,10,1,8,2410,146,14819
2025-04-17,Nossa Senhora do Socorro,13,0,5,2423,146,14824
2025-04-18,Nossa Senhora do Socorro,15,0,9,2438,146,14833
2025-04-19,Nossa Senhora do Socorro,1,0,7,2439,146,14840
2025-04-20,Nossa Senhora do Socorro,11,0,8,2450,146,14848
2025-04-21,Nossa Senhora do Socorro,10,0,5,2460,146,14853
2025-04-22,Nossa Senhora do Socorro,6,1,4,2466,147,14857
2025-04-23,Nossa Senhora do Socorro,11,1,8,2477,148,14865
2025-04-24,Nossa Senhora do Socorro,13,0,2,2490,148,14867
2025-04-25,Nossa Senhora do Socorro,8,1,5,2498,149,14872
2025-04-26,Nossa Senhora do Socorro,16,1,3,2514,150,14875
2025-04-27,Nossa Senhora do Socorro,1,0,4,2515,150,14879
2025-04-28,Nossa Senhora do Socorro,11,0,7,2526,150,14886
2025-04-29,Nossa Senhora do Socorro,11,0,4,2537,150,14890
2025-04-30,Nossa Senhora do Socorro,12,0,1,2549,150,14891
2025-05-01,Nossa Senhora do Socorro,6,1,3,2555,151,14894
2025-05-02,Nossa Senhora do Socorro,3,0,4,2558,151,14898
2025-05-03,Nossa Senhora do Socorro,11,0,3,2569,151,14901
2025-05-04,Nossa Senhora do Socorro,12,0,6,2581,151,14907
2025-05-05,Nossa Senhora do Socorro,1,1,3,2582,152,14910
2025-05-06,Nossa Senhora do Socorro,9,1,8,2591,153,14918
2025-05-07,Nossa Senhora do Socorro,16,0,7,2607,153,14925
2025-05-08,Nossa Senhora do Socorro,8,1,6,2615,154,14931
2025-05-09,Nossa Senhora do Socorro,11,1,5,2626,155,14936
2025-05-10,Nossa Senhora do Socorro,1,0,2,2627,155,14938
2025-05-11,Nossa Senhora do Socorro,15,0,2,2642,155,14940
2025-05-12,Nossa Senhora do Socorro,10,1,7,2652,156,14947
2025-05-13,Nossa Senhora do Socorro,12,1,3,2664,157,14950
2025-05-14,Nossa Senhora do Socorro,0,0,8,2664,157,14958
2025-05-15,Nossa Senhora do Socorro,10,0,1,2674,157,14959
2025-05-16,Nossa Senhora do Socorro,13,0,9,2687,157,14968
2025-05-17,Nossa Senhora do Socorro,15,0,0,2702,157,14968
2025-05-18,Nossa Senhora do Socorro,9,0,5,2711,157,14973
2025-05-19,Nossa Senhora do Socorro,1,0,5,2712,157,14978
2025-05-20,Nossa Senhora do Socorro,11,1,4,2723,158,14982
2025-05-21,Nossa Senhora do Socorro,16,0,0,2739,158,14982
2025-05-22,Nossa Senhora do Socorro,12,0,7,2751,158,14989
2025-05-23,Nossa Senhora do Socorro,7,0,2,2758,158,14991
2025-05-24,Nossa Senhora do Socorro,12,0,6,2770,158,14997
2025-05-25,Nossa Senhora do Socorro,7,0,7,2777,158,15004
2025-05-26,Nossa Senhora do Socorro,15,1,0,2792,159,15004
2025-05-27,Nossa Senhora do Socorro,17,1,7,2809,160,15011
2025-05-28,Nossa Senhora do Socorro,6,0,2,2815,160,15013
2025-05-29,Nossa Senhora do Socorro,13,1,1,2828,161,15014
2025-05-30,Nossa Senhora do Socorro,7,1,5,2835,162,15019
2025-05-31,Nossa Senhora do Socorro,0,1,11,2835,163,15030
2025-06-01,Nossa Senhora do Socorro,17,1,3,2852,164,15033
2025-06-02,Nossa Senhora do Socorro,10,0,3,2862,164,15036
2025-06-03,Nossa Senhora do Socorro,15,0,3,2877,164,15039
2025-06-04,Nossa Senhora do Socorro,17,0,1,2894,164,15040
2025-06-05,Nossa Senhora do Socorro,20,1,3,2914,165,15043
2025-06-06,Nossa Senhora do Socorro,17,0,7,2931,165,15050
2025-06-07,Nossa Senhora do Socorro,6,0,4,2937,165,15054
2025-06-08,Nossa Senhora do Socorro,15,0,2,2952,165,15056
2025-06-09,Nossa Senhora do Socorro,16,0,6,2968,165,15062
2025-06-10,Nossa Senhora do Socorro,2,1,7,2970,166,15069
2025-06-11,Nossa Senhora do Socorro,3,1,0,2973,167,15069
2025-06-12,Nossa Senhora do Socorro,8,1,0,2981,168,15069
2025-06-13,Nossa Senhora do Socorro,8,1,0,2989,169,15069
2025-06-14,Nossa Senhora do Socorro,13,0,3,3002,169,15072
2025-06-15,Nossa Senhora do Socorro,6,0,4,3008,169,15076
2025-06-16,Nossa Senhora do Socorro,6,0,5,3014,169,15081
2025-06-17,Nossa Senhora do Socorro,11,0,4,3025,169,15085
2025-06-18,Nossa Senhora do Socorro,9,0,1,3034,169,15086
2025-06-19,Nossa Senhora do Socorro,18,1,8,3052,170,15094
2025-06-20,Nossa Senhora do Socorro,9,0,5,3061,170,15099
2025-06-21,Nossa Senhora do Socorro,3,1,3,3064,171,15102
2025-06-22,Nossa Senhora do Socorro,2,0,8,3066,171,15110
2025-06-23,Nossa Senhora do Socorro,4,0,7,3070,171,15117
2025-06-24,Nossa Senhora do Socorro,0,0,6,3070,171,15123
2025-06-25,Nossa Senhora do Socorro,10,0,4,3080,171,15127
2025-06-26,Nossa Senhora do Socorro,12,1,4,3092,172,15131
2025-06-27,Nossa Senhora do Socorro,9,0,5,3101,172,15136
2025-06-28,Nossa Senhora do Socorro,10,1,2,3111,173,15138
2025-06-29,Nossa Senhora do Socorro,5,0,7,3116,173,15145
2025-06-30,Nossa Senhora do Socorro,16,1,2,3132,174,15147
2025-07-01,Nossa Senhora do Socorro,7,2,3,3139,176,15150
2025-07-02,Nossa Senhora do Socorro,6,0,1,3145,176,15151
2025-07-03,Nossa Senhora do Socorro,15,1,0,3160,177,15151
2025-07-04,Nossa Senhora do Socorro,4,1,4,3164,178,15155
2025-07-05,Nossa Senhora do Socorro,6,1,0,3170,179,15155
2025-07-06,Nossa Senhora do Socorro,10,0,6,3180,179,15161
2025-07-07,Nossa Senhora do Socorro,8,1,3,3188,180,15164
2025-07-08,Nossa Senhora do Socorro,8,1,6,3196,181,15170
2025-07-09,Nossa Senhora do Socorro,5,1,4,3201,182,15174
2025-07-10,Nossa Senhora do Socorro,13,0,6,3214,182,15180
2025-07-11,Nossa Senhora do Socorro,16,1,7,3230,183,15187
2025-07-12,Nossa Senhora do Socorro,7,1,8,3237,184,15195
2025-07-13,Nossa Senhora do Socorro,13,0,1,3250,184,15196
2025-07-14,Nossa Senhora do Socorro,0,0,9,3250,184,15205
2025-07-15,Nossa Senhora do Socorro,11,0,4,3261,184,15209
2025-07-16,Nossa Senhora do Socorro,11,0,4,3272,184,15213
2025-07-17,Nossa Senhora do Socorro,13,1,5,3285,185,15218
2025-07-18,Nossa Senhora do Socorro,10,0,6,3295,185,15224
2025-07-19,Nossa Senhora do Socorro,22,1,8,3317,186,15232
2025-07-20,Nossa Senhora do Socorro,18,0,8,3335,186,15240
2025-07-21,Nossa Senhora do Socorro,6,0,7,3341,186,15247
2025-07-22,Nossa Senhora do Socorro,7,0,1,3348,186,15248
2025-07-23,Nossa Senhora do Socorro,9,1,3,3357,187,15251
2025-07-24,Nossa Senhora do Socorro,8,1,3,3365,188,15254
2025-07-25,Nossa Senhora do Socorro,9,1,4,3374,189,15258
2025-07-26,Nossa Senhora do Socorro,12,1,6,3386,190,15264
2025-07-27,Nossa Senhora do Socorro,4,0,12,3390,190,15276
2025-07-28,Nossa Senhora do Socorro,1,1,6,3391,191,15282
2025-07-29,Nossa Senhora do Socorro,15,1,9,3406,192,15291
2025-07-30,Nossa Senhora do Socorro,7,0,5,3413,192,15296
2025-07-31,Nossa Senhora do Socorro,15,1,4,3428,193,15300
2024-08-01,Lagarto,1,0,8,1,0,13554
2024-08-02,Lagarto,6,0,8,7,0,13562
2024-08-03,Lagarto,6,0,4,13,0,13566
2024-08-04,Lagarto,18,0,0,31,0,13566
2024-08-05,Lagarto,13,0,9,44,0,13575
2024-08-06,Lagarto,9,1,4,53,1,13579
2024-08-07,Lagarto,4,1,6,57,2,13585
2024-08-08,Lagarto,14,0,4,71,2,13589
2024-08-09,Lagarto,11,0,1,82,2,13590
2024-08-10,Lagarto,18,0,0,100,2,13590
2024-08-11,Lagarto,9,0,3,109,2,13593
2024-08-12,Lagarto,11,0,11,120,2,13604
2024-08-13,Lagarto,15,0,11,135,2,13615
2024-08-14,Lagarto,12,1,2,147,3,13617
2024-08-15,Lagarto,4,0,5,151,3,13622
2024-08-16,Lagarto,19,0,5,170,3,13627
2024-08-17,Lagarto,8,1,0,178,4,13627
2024-08-18,Lagarto,0,0,0,178,4,13627
2024-08-19,Lagarto,17,1,7,195,5,13634
2024-08-20,Lagarto,0,0,5,195,5,13639
2024-08-21,Lagarto,6,0,6,201,5,13645
2024-08-22,Lagarto,9,0,11,210,5,13656
2024-08-23,Lagarto,6,1,3,216,6,13659
2024-08-24,Lagarto,1,1,5,217,7,13664
2024-08-25,Lagarto,9,1,5,226,8,13669
2024-08-26,Lagarto,6,0,4,232,8,13673
2024-08-27,Lagarto,2,0,0,234,8,13673
2024-08-28,Lagarto,6,1,7,240,9,13680
2024-08-29,Lagarto,11,0,6,251,9,13686
2024-08-30,Lagarto,5,0,5,256,9,13691
2024-08-31,Lagarto,8,1,6,264,10,13697
2024-09-01,Lagarto,13,0,10,277,10,13707
2024-09-02,Lagarto,9,1,4,286,11,13711
2024-09-03,Lagarto,18,0,0,304,11,13711
2024-09-04,Lagarto,7,1,8,311,12,13719
2024-09-05,Lagarto,9,0,4,320,12,13723
2024-09-06,Lagarto,14,1,6,334,13,13729
2024-09-07,Lagarto,10,1,3,344,14,13732
2024-09-08,Lagarto,10,0,4,354,14,13736
2024-09-09,Lagarto,7,0,3,361,14,13739
2024-09-10,Lagarto,0,1,6,361,15,13745
2024-09-11,Lagarto,10,0,2,371,15,13747
2024-09-12,Lagarto,3,0,2,374,15,13749
2024-09-13,Lagarto,9,1,6,383,16,13755
2024-09-14,Lagarto,4,0,2,387,16,13757
2024-09-15,Lagarto,7,1,10,394,17,13767
2024-09-16,Lagarto,19,1,5,413,18,13772
2024-09-17,Lagarto,6,0,6,419,18,13778
2024-09-18,Lagarto,9,0,2,428,18,13780
2024-09-19,Lagarto,5,0,3,433,18,13783
2024-09-20,Lagarto,7,1,6,440,19,13789
2024-09-21,Lagarto,11,0,5,451,19,13794
2024-09-22,Lagarto,10,0,2,461,19,13796
2024-09-23,Lagarto,17,1,0,478,20,13796
2024-09-24,Lagarto,9,0,5,487,20,13801
2024-09-25,Lagarto,4,1,2,491,21,13803
2024-09-26,Lagarto,5,0,5,496,21,13808
2024-09-27,Lagarto,12,1,6,508,22,13814
2024-09-28,Lagarto,16,1,7,524,23,13821
2024-09-29,Lagarto,9,0,2,533,23,13823
2024-09-30,Lagarto,19,1,5,552,24,13828
2024-10-01,Lagarto,4,0,3,556,24,13831
2024-10-02,Lagarto,6,1,6,562,25,13837
2024-10-03,Lagarto,15,1,6,577,26,13843
2024-10-04,Lagarto,3,0,1,580,26,13844
2024-10-05,Lagarto,6,0,4,586,26,13848
2024-10-06,Lagarto,18,1,4,604,27,13852
2024-10-07,Lagarto,8,0,0,612,27,13852
2024-10-08,Lagarto,4,0,7,616,27,13859
2024-10-09,Lagarto,12,0,10,628,27,13869
2024-10-10,Lagarto,17,1,10,645,28,13879
2024-10-11,Lagarto,11,1,5,656,29,13884
2024-10-12,Lagarto,0,0,5,656,29,13889
2024-10-13,Lagarto,6,1,2,662,30,13891
2024-10-14,Lagarto,4,0,6,666,30,13897
2024-10-15,Lagarto,11,0,5,677,30,13902
2024-10-16,Lagarto,16,0,9,693,30,13911
2024-10-17,Lagarto,11,0,10,704,30,13921
2024-10-18,Lagarto,10,0,2,714,30,13923
2024-10-19,Lagarto,13,1,6,727,31,13929
2024-10-20,Lagarto,19,0,6,746,31,13935
2024-10-21,Lagarto,8,1,8,754,32,13943
2024-10-22,Lagarto,14,1,4,768,33,13947
2024-10-23,Lagarto,10,0,11,778,33,13958
2024-10-24,Lagarto,23,1,5,801,34,13963
2024-10-25,Lagarto,0,0,2,801,34,13965
2024-10-26,Lagarto,14,1,5,815,35,13970
2024-10-27,Lagarto,18,1,3,833,36,13973
2024-10-28,Lagarto,6,0,6,839,36,13979
2024-10-29,Lagarto,8,0,1,847,36,13980
2024-10-30,Lagarto,11,0,5,858,36,13985
2024-10-31,Lagarto,2,2,3,860,38,13988
2024-11-01,Lagarto,18,0,10,878,38,13998
2024-11-02,Lagarto,10,0,3,888,38,14001
2024-11-03,Lagarto,15,0,9,903,38,14010
2024-11-04,Lagarto,14,0,8,917,38,14018
2024-11-05,Lagarto,11,1,1,928,39,14019
2024-11-06,Lagarto,12,0,5,940,39,14024
2024-11-07,Lagarto,16,1,4,956,40,14028
2024-11-08,Lagarto,12,0,9,968,40,14037
2024-11-09,Lagarto,13,0,7,981,40,14044
2024-11-10,Lagarto,12,1,7,993,41,14051
2024-11-11,Lagarto,7,0,0,1000,41,14051
2024-11-12,Lagarto,3,0,0,1003,41,14051
2024-11-13,Lagarto,4,0,3,1007,41,14054
2024-11-14,Lagarto,14,0,3,1021,41,14057
2024-11-15,Lagarto,4,1,4,1025,42,14061
2024-11-16,Lagarto,6,0,8,1031,42,14069
2024-11-17,Lagarto,3,1,7,1034,43,14076
2024-11-18,Lagarto,11,0,5,1045,43,14081
2024-11-19,Lagarto,8,1,4,1053,44,14085
2024-11-20,Lagarto,8,1,3,1061,45,14088
2024-11-21,Lagarto,16,0,4,1077,45,14092
2024-11-22,Lagarto,14,0,4,1091,45,14096
2024-11-23,Lagarto,14,1,4,1105,46,14100
2024-11-24,Lagarto,13,0,6,1118,46,14106
2024-11-25,Lagarto,18,0,3,1136,46,14109
2024-11-26,Lagarto,15,1,4,1151,47,14113
2024-11-27,Lagarto,6,0,4,1157,47,14117
2024-11-28,Lagarto,9,0,3,1166,47,14120
2024-11-29,Lagarto,6,1,5,1172,48,14125
2024-11-30,Lagarto,12,1,5,1184,49,14130
2024-12-01,Lagarto,4,0,4,1188,49,14134
2024-12-02,Lagarto,15,1,4,1203,50,14138
2024-12-03,Lagarto,18,1,9,1221,51,14147
2024-12-04,Lagarto,12,0,5,1233,51,14152
2024-12-05,Lagarto,17,1,5,1250,52,14157
2024-12-06,Lagarto,10,0,9,1260,52,14166
2024-12-07,Lagarto,12,1,4,1272,53,14170
2024-12-08,Lagarto,5,0,1,1277,53,14171
2024-12-09,Lagarto,9,1,1,1286,54,14172
2024-12-10,Lagarto,3,0,13,1289,54,14185
2024-12-11,Lagarto,6,1,2,1295,55,14187
2024-12-12,Lagarto,16,1,2,1311,56,14189
2024-12-13,Lagarto,3,0,9,1314,56,14198
2024-12-14,Lagarto,14,0,3,1328,56,14201
2024-12-15,Lagarto,9,0,9,1337,56,14210
2024-12-16,Lagarto,20,0,6,1357,56,14216
2024-12-17,Lagarto,5,0,6,1362,56,14222
2024-12-18,Lagarto,14,1,2,1376,57,14224
2024-12-19,Lagarto,11,1,2,1387,58,14226
2024-12-20,Lagarto,8,1,3,1395,59,14229
2024-12-21,Lagarto,10,1,4,1405,60,14233
2024-12-22,Lagarto,7,0,6,1412,60,14239
2024-12-23,Lagarto,18,0,7,1430,60,14246
2024-12-24,Lagarto,10,1,4,1440,61,14250
2024-12-25,Lagarto,4,1,5,1444,62,14255
2024-12-26,Lagarto,15,0,4,1459,62,14259
2024-12-27,Lagarto,15,1,7,1474,63,14266
2024-12-28,Lagarto,1,1,0,1475,64,14266
2024-12-29,Lagarto,5,0,10,1480,64,14276
2024-12-30,Lagarto,8,1,8,1488,65,14284
2024-12-31,Lagarto,8,1,2,1496,66,14286
2025-01-01,Lagarto,0,0,4,1496,66,14290
2025-01-02,Lagarto,12,1,0,1508,67,14290
2025-01-03,Lagarto,13,1,5,1521,68,14295
2025-01-04,Lagarto,8,0,4,1529,68,14299
2025-01-05,Lagarto,17,1,8,1546,69,14307
2025-01-06,Lagarto,12,0,5,1558,69,14312
2025-01-07,Lagarto,1,0,4,1559,69,14316
2025-01-08,Lagarto,20,0,10,1579,69,14326
2025-01-09,Lagarto,1,1,5,1580,70,14331
2025-01-10,Lagarto,10,0,5,1590,70,14336
2025-01-11,Lagarto,16,1,3,1606,71,14339
2025-01-12,Lagarto,8,1,7,1614,72,14346
2025-01-13,Lagarto,9,0,8,1623,72,14354
2025-01-14,Lagarto,6,0,4,1629,72,14358
2025-01-15,Lagarto,21,0,3,1650,72,14361
2025-01-16,Lagarto,16,2,6,1666,74,14367
2025-01-17,Lagarto,14,1,3,1680,75,14370
2025-01-18,Lagarto,7,1,5,1687,76,14375
2025-01-19,Lagarto,13,1,5,1700,77,14380
2025-01-20,Lagarto,17,1,12,1717,78,14392
2025-01-21,Lagarto,5,0,0,1722,78,14392
2025-01-22,Lagarto,11,0,3,1733,78,14395
2025-01-23,Lagarto,5,1,2,1738,79,14397
2025-01-24,Lagarto,15,0,5,1753,79,14402
2025-01-25,Lagarto,8,1,6,1761,80,14408
2025-01-26,Lagarto,10,0,3,1771,80,14411
2025-01-27,Lagarto,8,0,0,1779,80,14411
2025-01-28,Lagarto,7,0,7,1786,80,14418
2025-01-29,Lagarto,18,0,8,1804,80,14426
2025-01-30,Lagarto,8,1,2,1812,81,14428
2025-01-31,Lagarto,9,1,1,1821,82,14429
2025-02-01,Lagarto,10,1,5,1831,83,14434
2025-02-02,Lagarto,12,1,0,1843,84,14434
2025-02-03,Lagarto,10,1,4,1853,85,14438
2025-02-04,Lagarto,17,0,9,1870,85,14447
2025-02-05,Lagarto,8,1,5,1878,86,14452
2025-02-06,Lagarto,14,1,7,1892,87,14459
2025-02-07,Lagarto,15,1,4,1907,88,14463
2025-02-08,Lagarto,10,1,9,1917,89,14472
2025-02-09,Lagarto,19,1,5,1936,90,14477
2025-02-10,Lagarto,11,0,5,1947,90,14482
2025-02-11,Lagarto,1,1,5,1948,91,14487
2025-02-12,Lagarto,13,0,11,1961,91,14498
2025-02-13,Lagarto,4,0,4,1965,91,14502
2025-02-14,Lagarto,11,0,3,1976,91,14505
2025-02-15,Lagarto,13,0,6,1989,91,14511
2025-02-16,Lagarto,6,1,5,1995,92,14516
2025-02-17,Lagarto,9,1,3,2004,93,14519
2025-02-18,Lagarto,0,0,5,2004,93,14524
2025-02-19,Lagarto,10,0,5,2014,93,14529
2025-02-20,Lagarto,17,1,4,2031,94,14533
